Parameter1,Parameter2,Parameter3,Parameter4,Parameter5,Parameter6,Parameter7,Parameter8,Parameter9,Parameter10,Attribute1,Attribute2,Attribute3,Attribute4,Attribute5,Attribute6,Attribute7,Attribute8,Attribute9,Attribute10,Quality_label
16.67879776,0.033700522,352.7960442,0.003999323,1.158898828,1.02174245,0.37548708,1.164459789,-1.28525536,0.717426254,0.467039374,0.063101154,4.785808961,1,2,1,1,2,1,2,2
0.00466425,5.259890957,0.623873497,0.320477672,1.206628894,1.02174245,0.37548708,1.164459789,-1.28525536,0.717426254,8.05E-07,4.757415624,20.47569179,1,2,2,1,1,1,2,2
0.003483642,0.010844557,0.075289719,450.8585966,1.206628894,1.02174245,0.37548708,1.164459789,-1.28525536,0.717426254,278.6273082,0.495633214,1060.962032,1,2,1,1,3,1,3,2
0.026695319,169.3996618,446.6719606,87.91047074,1.206628894,1.02174245,0.37548708,1.164459789,-1.28525536,0.717426254,1.3808805,0.00011327,0.017567931,1,2,1,1,2,4,3,3
0.082803227,62.28115427,3.737929649,1.566588874,1.111168763,0.937043095,0.37548708,1.164459789,-1.28525536,0.717426254,1.815046103,0.287509657,0.03471993,1,2,1,1,2,1,2,2
0.006547477,446.0106747,6.170226955,0.242027426,0.872518437,1.02174245,0.37548708,1.164459789,-1.28525536,0.717426254,338.9120397,0.070503382,5.577853219,1,2,1,1,3,1,2,2
0.969210948,387.4248656,0.001952354,21.60455746,0.824788371,1.02174245,0.37548708,1.164459789,-1.28525536,0.717426254,0.000525699,1.398208089,11.18820539,1,2,1,1,2,1,2,2
0.144548544,222.4453162,1144.830879,20.18433597,0.872518437,1.02174245,0.37548708,1.164459789,-1.28525536,0.717426254,0.0064606,3.308703533,0.03430828,1,2,2,1,2,1,2,0
0.081430589,0.023077852,27.73312821,20.72584133,0.920248502,1.106441805,0.37548708,1.164459789,-1.28525536,0.717426254,0.00454337,0.382531909,0.360805744,1,2,2,1,2,1,2,0
340.3832809,0.001409584,32.17475062,87.67492378,1.063438698,1.106441805,0.37548708,1.164459789,-1.28525536,0.717426254,32.8817505,0.030183929,80.94419573,1,2,1,1,1,1,2,2
0.008598508,77.23450791,1.329473854,92.98995677,1.111168763,1.106441805,0.37548708,1.164459789,-1.28525536,0.717426254,27.21488463,0.286192385,0.505109735,1,2,1,1,2,1,2,2
0.206529129,4.134605705,30.67420068,0.303695178,1.111168763,1.106441805,0.37548708,1.164459789,-1.28525536,0.717426254,0.044468212,341.1622655,0.938413479,1,2,1,1,2,1,2,2
0.001194539,0.003007033,1.161396541,0.079240084,1.206628894,1.02174245,0.37548708,1.164459789,-1.28525536,0.717426254,0.003854934,0.165531176,29378.57819,1,2,1,1,2,1,2,2
74.53260379,1.443344575,2.505011005,182.1814738,1.158898828,1.02174245,0.37548708,1.164459789,-1.28525536,0.717426254,2.102643579,0.733413414,0.057109161,1,2,1,1,2,1,2,2
0.063226657,0.003380863,243.9143834,10.74936107,0.347487718,0.68294503,-0.221250635,1.251638741,0.831483719,-0.851040374,0.390097113,2.271114172,26.06987454,2,2,2,2,3,2,2,1
8.522857265,2.323698434,2169.580397,0.001141414,0.156567456,0.428846966,-0.221250635,1.251638741,0.831483719,-0.851040374,0.270359049,0.038010595,0.261319761,1,2,2,1,2,1,2,0
6.891819767,1.389360575,0.234778762,4.161464901,0.108837391,0.428846966,-0.221250635,1.251638741,0.831483719,-0.851040374,0.278066072,0.041267886,5.891025726,1,2,2,1,3,1,2,0
0.001816049,0.248241853,43.32112103,1.300150712,0.108837391,0.428846966,-0.221250635,1.251638741,0.831483719,-0.851040374,0.002131003,0.004074884,0.367821492,1,2,2,1,2,1,2,0
2.274370904,124.7910402,34.8226965,0.162588824,0.108837391,0.428846966,-0.221250635,1.251638741,0.831483719,-0.851040374,0.034474684,3.104360179,0.848923607,2,2,2,1,2,1,2,1
12.02957921,42.73217891,41.64499401,73.36743863,0.108837391,0.513546321,-0.221250635,1.251638741,0.831483719,-0.851040374,1071.208828,2449387.92,16.51588764,1,2,1,1,2,1,1,2
3.554364758,0.000103356,12.63077543,151.4831392,0.108837391,0.513546321,-0.221250635,1.251638741,0.831483719,-0.851040374,0.054521025,4.093091451,0.033034335,1,2,1,1,2,1,2,2
2.246990414,0.022662078,589.1915065,0.047580255,0.108837391,0.513546321,-0.221250635,1.251638741,0.831483719,-0.851040374,205.641408,0.014030084,5341.071894,1,2,2,2,2,1,2,1
0.373200552,5211.399151,0.122235179,24.32552227,0.01337726,0.344147611,-0.221250635,1.251638741,0.831483719,-0.851040374,194.4247429,0.000193866,0.420727911,1,2,2,1,1,1,2,2
0.079240258,1.777124028,0.020180094,0.586616628,-0.034352805,0.344147611,-0.221250635,1.251638741,0.831483719,-0.851040374,0.480906386,0.002306536,0.004846257,1,2,2,1,2,1,2,0
0.080968864,16.99211512,0.112019296,9.162828889,0.01337726,0.344147611,-0.221250635,1.251638741,0.831483719,-0.851040374,0.011324895,39.32741286,0.344637743,1,2,2,1,2,1,2,0
73.49308522,2.009104302,0.031496941,0.772417316,0.01337726,0.344147611,-0.221250635,1.251638741,0.831483719,-0.851040374,557.1825239,0.487844143,0.00512592,1,2,1,2,3,1,1,2
2.121980471,326.8385447,0.003539393,0.108033075,0.108837391,0.005350191,-0.221250635,1.251638741,0.831483719,-0.851040374,0.143208752,0.002527385,44.74389609,1,2,2,1,2,3,2,2
108.5612683,0.271366442,4.50247721,13.32040214,0.01337726,0.344147611,-0.221250635,1.251638741,0.831483719,-0.851040374,1601.12052,0.06589765,5.974988024,2,2,2,3,3,1,2,2
14.78596987,10.74499946,17.27042331,1.121485165,0.108837391,0.005350191,-0.221250635,1.251638741,0.831483719,-0.851040374,106.6224482,0.458996898,0.152209296,1,2,2,1,2,1,2,0
0.127632903,0.173408772,6.554908286,0.141259369,0.252027587,0.090049546,-0.221250635,1.251638741,0.831483719,-0.851040374,0.104120217,1374.115718,0.00674694,1,2,2,1,2,1,2,0
0.918122986,0.100867067,15.44163637,0.52015153,0.347487718,0.090049546,-0.221250635,1.251638741,0.831483719,-0.851040374,2922.80049,0.012014227,628.1308194,1,2,2,1,1,1,2,2
0.458971709,1.77128317,217.1507816,0.241277978,0.108837391,0.005350191,-0.221250635,1.251638741,0.831483719,-0.851040374,3328.283375,47.04998514,0.110663734,1,2,2,1,2,1,2,0
16.59603551,1.630370836,1.917825827,212.959924,0.299757653,0.174748901,-0.221250635,1.251638741,0.831483719,-0.851040374,0.000575486,23.28275768,1.886227834,2,2,2,2,2,1,2,1
120.1335253,24.90277304,20.89014557,0.002811667,-0.034352805,0.005350191,-0.221250635,1.251638741,0.831483719,-0.851040374,0.000297485,30.13040477,0.045703181,1,2,2,1,2,1,2,0
0.045639834,0.012584678,0.189069761,1.95185116,-0.034352805,0.090049546,-0.221250635,1.251638741,0.831483719,-0.851040374,5.196642451,0.410723889,0.954636974,1,2,2,1,2,1,1,1
2.247002104,0.226137172,1.02925388,0.291223638,0.01337726,0.090049546,-0.221250635,1.251638741,0.831483719,-0.851040374,0.013826698,175.2335176,0.003280828,1,2,2,1,3,1,2,0
0.202224352,1.487807718,0.034064162,31.25847616,0.061107326,0.090049546,-0.221250635,1.251638741,0.831483719,-0.851040374,77.7535425,96.38119736,0.1566998,1,2,2,1,1,1,2,2
18.50550024,1.63037133,0.036850782,0.152948106,0.061107326,0.344147611,-0.221250635,1.251638741,0.831483719,-0.851040374,54.11799784,203.9495469,26.97063044,1,2,2,2,3,1,2,1
0.212687434,0.206660483,0.074861359,0.038878872,0.061107326,0.344147611,-0.221250635,1.251638741,0.831483719,-0.851040374,0.07171179,0.302987082,0.10694115,1,2,2,1,3,1,2,0
9.969558866,9.078343288,0.079370122,1.779791691,0.108837391,0.344147611,-0.221250635,1.251638741,0.831483719,-0.851040374,0.00070041,7.50E-05,5.252943865,1,2,2,1,2,1,1,1
0.053090797,0.241853526,0.107310121,76.282594,0.108837391,0.344147611,-0.221250635,1.251638741,0.831483719,-0.851040374,0.000218542,5.791881381,0.029268056,1,2,2,2,3,1,2,1
0.049181931,2.2434764,1.358088138,56.92066946,0.108837391,0.344147611,-0.221250635,1.251638741,0.831483719,-0.851040374,85.66552775,0.00137311,0.193220102,1,2,2,1,2,2,2,1
3.964610297,0.048516921,0.665638625,1.497138555,0.156567456,0.259448256,-0.221250635,1.251638741,0.831483719,-0.851040374,0.215973781,0.02010968,56.25651407,1,2,2,1,2,2,3,1
0.220906343,729.9105174,3.561331454,0.013103865,0.156567456,0.344147611,-0.221250635,1.251638741,0.831483719,-0.851040374,1.35342603,8.032406646,1.293163084,2,3,2,2,3,1,2,1
649.7919697,14.26999066,13.55472422,0.586066873,0.156567456,0.428846966,-0.221250635,1.251638741,0.831483719,-0.851040374,0.129467902,76.50758398,0.330098709,1,2,2,1,1,1,2,2
0.036818394,0.301434982,1.743946874,0.577531108,0.156567456,0.259448256,-0.221250635,1.251638741,0.831483719,-0.851040374,0.007678374,0.872736471,4.808720937,1,2,2,1,2,1,1,1
4.01E-05,0.198463063,0.025139576,0.867643538,0.156567456,0.428846966,-0.221250635,1.251638741,0.831483719,-0.851040374,37.01355467,5.132884498,17.78711872,1,2,2,1,2,1,2,0
0.08042858,165.0600294,0.001662562,138.668308,0.156567456,0.428846966,-0.221250635,1.251638741,0.831483719,-0.851040374,0.002736215,16.28647604,0.935162367,1,2,2,1,2,1,3,1
2.157639933,1.281417428,0.169660639,2.951622896,0.061107326,0.090049546,-0.221250635,1.251638741,0.831483719,-0.851040374,5.765659772,0.051506756,383.7734847,1,2,2,1,3,1,2,0
330.9662611,24.01594286,1.786898177,37.78371508,0.061107326,0.174748901,-0.221250635,1.251638741,0.831483719,-0.851040374,28478.26557,2.561340534,0.140201374,1,2,2,1,3,1,2,0
0.020053373,24.77863216,0.030514201,121.9811623,0.108837391,0.174748901,-0.221250635,1.251638741,0.831483719,-0.851040374,0.01288012,0.003851662,2.522207539,1,2,2,1,3,1,2,0
0.028932362,0.003226821,0.900758861,0.045381816,0.108837391,0.174748901,-0.221250635,1.251638741,0.831483719,-0.851040374,24.04607112,479.3120717,0.000930077,1,2,2,1,2,1,2,0
6.365775937,24.15082997,0.307933359,10.47970663,0.108837391,0.174748901,-0.221250635,1.251638741,0.831483719,-0.851040374,4496.641496,0.000429317,0.039267394,1,2,2,1,2,1,2,0
62.52971308,256.7810665,107.3566528,0.857992919,0.108837391,0.174748901,-0.221250635,1.251638741,0.831483719,-0.851040374,6.811400257,6.766182207,0.046494467,1,2,2,3,3,1,2,2
538.762257,24.09766098,1.126782433,705.2473572,0.108837391,0.174748901,-0.221250635,1.251638741,0.831483719,-0.851040374,919.6107082,14.95815592,40.6696896,2,2,2,3,3,1,2,2
169.6235221,0.055647664,13.87189755,368.121594,0.061107326,0.090049546,-0.221250635,1.251638741,0.831483719,-0.851040374,97.38019807,0.000312441,59.20862567,2,2,2,2,3,1,2,1
16.53345322,0.131438391,20.93091035,0.02501777,0.061107326,0.090049546,-0.221250635,1.251638741,0.831483719,-0.851040374,37.61268073,0.191139876,7.660137448,1,2,2,1,2,2,3,2
0.00022967,0.910086361,0.025210939,0.566492873,-0.129812936,0.090049546,-0.221250635,1.251638741,0.831483719,-0.851040374,12.13005652,256.4001654,0.128155703,1,2,2,1,3,1,2,0
0.059347237,0.155829739,0.054267627,10.51791398,-0.129812936,0.090049546,-0.221250635,1.251638741,0.831483719,-0.851040374,14032.33076,13.15803915,12.51410079,1,2,2,1,1,1,2,2
0.031348093,0.056842093,10.84860236,0.14601434,-0.129812936,0.259448256,-0.221250635,1.251638741,0.831483719,-0.851040374,0.001674544,0.092114083,115.4919053,1,2,2,1,1,1,2,2
0.003537738,10.60395272,0.006168561,70.30270673,-0.129812936,0.259448256,-0.221250635,1.251638741,0.831483719,-0.851040374,0.000771078,1.97E-05,103.3457928,1,2,2,2,3,1,2,1
4.83E-05,0.0195197,3.172424219,0.044584543,-0.129812936,0.259448256,-0.221250635,1.251638741,0.831483719,-0.851040374,3.01E-05,0.43515152,0.126399063,2,2,2,3,3,1,2,2
0.167091815,2.900399381,0.378889388,0.277405957,-0.08208287,0.259448256,-0.221250635,1.251638741,0.831483719,-0.851040374,1.075265457,1.187735266,0.015565838,2,3,2,3,3,1,2,2
3.27646654,0.011158257,0.458300959,0.17981295,0.204297522,0.767644385,-0.221250635,1.251638741,0.831483719,-0.851040374,0.00168375,0.013899544,4.393671443,1,2,2,1,1,1,2,2
43.59117069,2.68277899,1.168067183,152.6207946,0.156567456,0.767644385,-0.221250635,1.251638741,0.831483719,-0.851040374,3.186020884,0.757619483,0.573537069,1,2,2,1,2,1,1,1
2.811602245,122.8892156,2.704040746,5.854534494,0.156567456,0.767644385,-0.221250635,1.251638741,0.831483719,-0.851040374,0.466142261,44.86772746,0.217397516,1,2,2,1,2,1,2,0
2.322233047,0.001107371,6.500287016,10.53354478,0.061107326,0.344147611,-0.221250635,1.251638741,0.831483719,-0.851040374,0.005792119,0.151178247,10.42960173,2,2,2,1,3,1,2,1
0.126956081,0.035826413,125.0148877,1.123788094,0.108837391,0.344147611,-0.221250635,1.251638741,0.831483719,-0.851040374,0.414113519,1300.51461,1.036394475,2,2,2,1,2,2,2,1
37.44947388,505.861877,0.200660744,0.939135296,0.108837391,0.344147611,-0.221250635,1.251638741,0.831483719,-0.851040374,51.95822936,1127.722242,0.069612237,1,2,2,1,3,1,2,0
0.226262837,53.86592499,0.059257808,0.005376963,0.108837391,0.428846966,-0.221250635,1.251638741,0.831483719,-0.851040374,0.012995045,0.558110308,91.03411664,1,2,2,1,1,1,2,2
0.139751941,3.29080129,5.064828677,1.561071219,0.108837391,0.428846966,-0.221250635,1.251638741,0.831483719,-0.851040374,4.45E-05,0.163689293,0.504607179,1,2,2,1,1,1,2,2
233.2877798,0.008350383,2.849675409,9.25535523,0.108837391,0.428846966,-0.221250635,1.251638741,0.831483719,-0.851040374,1062521.133,0.074544805,87.83630946,1,2,2,1,1,1,2,2
10.14906745,488.1349125,0.20270696,0.000620762,0.347487718,0.68294503,-0.221250635,1.251638741,0.831483719,-0.851040374,3048.796502,1.960593912,0.079967827,1,2,2,1,2,2,2,1
7.356653671,0.134579152,1.656349718,10.19120525,-0.08208287,0.259448256,-0.221250635,1.251638741,0.831483719,-0.851040374,4.139795182,0.00448225,0.132545623,1,2,2,1,2,1,2,0
14.13048364,0.009609002,0.586468845,0.126578621,-0.034352805,0.259448256,-0.221250635,1.251638741,0.831483719,-0.851040374,63.36044489,7.862854094,271.8973657,1,2,2,1,2,1,2,0
0.002134514,0.012528723,0.285385066,22.31377117,0.108837391,0.428846966,-0.221250635,1.251638741,0.831483719,-0.851040374,0.039425302,9.178496771,0.009040641,1,2,2,1,2,1,2,0
0.712428184,0.166824167,2.505896376,5.444711673,0.156567456,0.428846966,-0.221250635,1.251638741,0.831483719,-0.851040374,0.092069003,4.077956787,0.387947753,1,2,2,1,2,1,2,0
0.142091948,0.000508934,0.004781615,45.31427121,0.156567456,0.428846966,-0.221250635,1.251638741,0.831483719,-0.851040374,7815.490883,5.725697238,0.641762752,1,2,2,1,2,1,1,1
1.190249894,50.3153429,0.404063704,117.1263714,0.156567456,0.259448256,-0.221250635,1.251638741,0.831483719,-0.851040374,212.2391835,0.120831041,1.894814709,1,2,2,1,2,1,2,0
0.085893057,0.000244257,2.688613324,11077.62321,0.108837391,0.428846966,-0.221250635,1.251638741,0.831483719,-0.851040374,2.67929886,0.028856127,3.457132164,1,2,2,1,2,2,2,1
21.60247103,0.000339907,0.013027372,60.67441518,0.299757653,0.68294503,-0.221250635,1.251638741,0.831483719,-0.851040374,14.0413696,0.234991835,23.93743776,1,2,2,1,2,1,2,0
8.862942542,600.3622478,0.011591433,11.89251326,0.061107326,0.259448256,-0.221250635,1.251638741,0.831483719,-0.851040374,276.7923417,263.6362247,0.674027246,1,2,2,2,3,1,2,1
0.078080417,4.32E-05,0.035806551,0.00289116,0.061107326,0.259448256,-0.221250635,1.251638741,0.831483719,-0.851040374,7.031784674,325.2602702,0.27492459,1,2,2,1,2,1,2,0
80.36482033,5.68458382,0.001124668,0.11204837,0.01337726,0.259448256,-0.221250635,1.251638741,0.831483719,-0.851040374,18.0021387,0.018307485,0.017370699,1,2,2,1,2,2,2,1
33.94886331,5.149484754,1.036540483,3.614500766,0.156567456,0.428846966,-0.221250635,1.251638741,0.831483719,-0.851040374,259.0895932,0.392059459,0.102482979,1,2,2,1,3,1,2,0
12.02713981,0.064114101,0.324405625,3.260515705,0.01337726,0.259448256,-0.221250635,1.251638741,0.831483719,-0.851040374,0.000941615,0.090832887,11.01548463,1,1,2,1,2,1,2,2
3.460514153,2.965792351,0.262031841,3163.134268,0.299757653,0.68294503,-0.221250635,1.251638741,0.831483719,-0.851040374,6.868047706,8.621521418,20.05313081,1,2,2,1,2,3,2,2
648.4412452,0.6119542,62.32437373,8.460637292,-0.034352805,0.090049546,-0.221250635,1.251638741,0.831483719,-0.851040374,1.342638615,7.332133655,178.6916691,1,2,2,1,2,1,2,0
0.00134727,0.223086915,42.56693163,2.133525549,-0.034352805,0.090049546,-0.221250635,1.251638741,0.831483719,-0.851040374,3364.203746,10472.2321,2.235855432,1,2,2,1,1,1,2,2
0.220445626,0.341634269,0.018524648,134.6801411,0.204297522,0.174748901,-0.221250635,1.251638741,0.831483719,-0.851040374,76.34993636,1.972586697,0.15257092,2,2,2,1,2,2,2,1
1.293348519,53.7589171,41.89281234,0.004151682,0.299757653,0.767644385,-0.221250635,1.251638741,0.831483719,-0.851040374,96153.36631,0.001972232,0.004371878,1,2,2,1,2,1,2,0
23.58906261,0.002952947,3.278655161,13.84030745,-0.08208287,0.344147611,-0.221250635,1.251638741,0.831483719,-0.851040374,30.59176198,1.902123117,0.119974323,1,2,2,3,3,1,2,2
0.068155389,10.20916465,27.49114756,14.70273341,0.252027587,0.598245676,-0.221250635,1.251638741,0.831483719,-0.851040374,3.832498228,1370.923372,196.8915021,1,2,2,1,2,1,2,0
0.066540841,0.080897986,1209.537023,0.00236328,0.299757653,0.598245676,-0.221250635,1.251638741,0.831483719,-0.851040374,0.440976466,0.001997368,0.047834807,1,2,2,1,2,1,2,0
1.014200615,0.001066879,0.024927578,88.30465856,0.299757653,0.598245676,-0.221250635,1.251638741,0.831483719,-0.851040374,0.075701188,0.000100466,4.379277385,2,2,2,1,2,2,2,1
0.008117563,0.159945934,8.923044245,8.103390623,0.347487718,0.344147611,-0.221250635,1.251638741,0.831483719,-0.851040374,0.033826563,0.771651273,2.872136636,2,3,2,3,3,2,3,2
1.989558144,0.168806124,0.025329272,242.5471773,0.347487718,0.344147611,-0.221250635,1.251638741,0.831483719,-0.851040374,3.178844204,0.005566178,0.128829491,1,2,2,1,3,1,2,0
2.081266781,78.81320501,3.868874607,0.569019351,0.252027587,0.598245676,-0.221250635,1.251638741,0.831483719,-0.851040374,7270.755952,49.8153984,3.276480559,2,2,2,1,2,4,2,3
0.368211934,2593.212033,0.00276188,1.216775354,0.347487718,0.68294503,-0.221250635,1.251638741,0.831483719,-0.851040374,104602.8176,2.026683387,0.001963723,1,2,2,1,2,2,2,1
1259.381606,6.136393034,78.63058652,0.184695774,0.299757653,0.598245676,-0.221250635,1.251638741,0.831483719,-0.851040374,0.038826627,0.06746204,0.756435732,1,2,2,1,2,1,1,1
0.021384727,9.980548573,0.104796349,3.814869956,0.156567456,0.174748901,-0.221250635,1.251638741,0.831483719,-0.851040374,8656.927657,0.836109751,1.118313673,1,2,2,1,1,1,2,0
0.16103634,0.003159072,1.191857072,0.073621864,0.01337726,0.259448256,-0.221250635,1.251638741,0.831483719,-0.851040374,1.803685996,3.31E-05,0.090751707,1,2,2,1,2,1,2,0
0.923708947,0.213586769,0.004625292,18.17172376,0.299757653,0.68294503,-0.221250635,1.251638741,0.831483719,-0.851040374,2627.221404,33.77922162,0.243482961,1,2,2,1,1,1,2,2
15.12208464,0.002725571,0.017119917,1.193320585,0.347487718,0.68294503,-0.221250635,1.251638741,0.831483719,-0.851040374,0.013579009,541.1603455,0.288513944,1,2,2,1,1,1,2,2
0.465049885,0.093367933,0.119006948,0.036049023,0.299757653,0.68294503,-0.221250635,1.251638741,0.831483719,-0.851040374,27.39345244,0.000305044,0.010064416,2,3,1,3,3,1,2,3
0.028779994,851.4504178,4.368281269,0.001103335,0.347487718,0.259448256,-0.221250635,1.251638741,0.831483719,-0.851040374,28.75006155,1.294335752,0.042159865,1,2,2,1,3,1,2,0
5.297996459,0.147041789,21.4908828,3.739549853,0.252027587,0.259448256,-0.221250635,1.251638741,0.831483719,-0.851040374,0.837726878,0.004105445,0.287811222,1,2,2,1,2,1,2,0
3.057169389,0.193557145,2.185648988,0.024230559,0.204297522,0.344147611,-0.221250635,1.251638741,0.831483719,-0.851040374,80.08972779,0.082220069,0.020529484,2,2,2,1,3,1,2,1
0.006163519,37.50507006,27.93658875,4.34990324,0.204297522,0.259448256,-0.221250635,1.251638741,0.831483719,-0.851040374,5.955238819,151.3211943,0.44034441,2,2,2,3,3,2,2,2
0.745449004,0.02849776,24.60109649,7.832830395,0.299757653,0.259448256,-0.221250635,1.251638741,0.831483719,-0.851040374,14.21383457,0.002113901,95.22001618,2,2,2,1,3,1,2,1
0.779248017,0.059318862,0.153545786,0.029660552,0.061107326,0.344147611,-0.221250635,1.251638741,0.831483719,-0.851040374,0.022093297,13.51627224,0.015750027,1,2,2,1,2,1,2,0
0.031125871,2.1479704,0.02036083,0.807663042,0.108837391,0.174748901,-0.221250635,1.251638741,0.831483719,-0.851040374,0.021973971,0.058937914,728.9665697,2,2,2,1,3,1,2,1
5.483756236,0.264427579,0.001625527,46.51614982,0.108837391,0.174748901,-0.221250635,1.251638741,0.831483719,-0.851040374,0.014217776,0.010360629,0.051419355,1,2,2,1,1,1,2,2
0.000472248,8.435073083,6.062804297,4.849250164,0.156567456,0.259448256,-0.221250635,1.251638741,0.831483719,-0.851040374,0.129129448,1.160086135,7.396668438,2,2,2,2,3,1,2,1
5.184297897,0.626241865,0.059996693,15.27810008,0.347487718,0.344147611,-0.221250635,1.251638741,0.831483719,-0.851040374,6.93E-08,8.777015756,0.175734379,2,2,2,3,3,1,2,2
40.24534196,0.021500909,0.000473603,227.5310717,0.204297522,0.344147611,-0.221250635,1.251638741,0.831483719,-0.851040374,4.809902685,19.49223662,0.067404587,1,2,2,1,3,1,2,0
0.177199841,74.88866347,0.015843277,0.106485836,0.347487718,0.68294503,-0.221250635,1.251638741,0.831483719,-0.851040374,1372.224481,0.710931162,267.9476518,1,2,2,1,2,2,3,1
0.00966853,0.438860712,186.675007,23.53070699,0.252027587,0.344147611,-0.221250635,1.251638741,0.831483719,-0.851040374,1.742116478,4.45E-08,0.055619122,1,2,2,1,2,1,2,0
0.606156831,346.6215126,3348.238992,0.295017327,0.252027587,0.344147611,-0.221250635,1.251638741,0.831483719,-0.851040374,0.05389617,21153.91549,24.86639505,1,2,2,1,2,1,2,0
64.59431719,255.2903804,0.014541869,0.090644962,0.01337726,0.344147611,-0.221250635,1.251638741,0.831483719,-0.851040374,1.6173548,0.050161491,3.957360207,2,2,2,2,3,1,1,1
1.974874138,1.832192275,0.587177241,0.128792221,0.108837391,0.428846966,-0.221250635,1.251638741,0.831483719,-0.851040374,100.3921613,1.936340366,0.064894982,1,2,2,1,3,1,2,0
0.015243314,0.000349737,5.510992486,0.020082949,0.108837391,0.428846966,-0.221250635,1.251638741,0.831483719,-0.851040374,0.670049117,5.68410368,0.024288304,2,2,2,3,3,1,2,2
305.4127157,24.32284768,1.47929528,0.000318685,0.252027587,0.344147611,-0.221250635,1.251638741,0.831483719,-0.851040374,1.609081211,0.136466562,13.08811336,1,2,2,1,2,1,2,0
51.87692918,0.000682664,46.67651739,1.692333137,0.156567456,0.428846966,-0.221250635,1.251638741,0.831483719,-0.851040374,7.13E-06,0.740375669,0.022995874,1,2,2,1,2,1,2,0
4.105940883,0.020671812,0.157179674,1.128940885,0.061107326,0.259448256,-0.221250635,1.251638741,0.831483719,-0.851040374,61.18070812,0.037809645,78.10490072,1,2,2,1,2,1,2,0
68.04927916,7.985845952,0.753839999,27.92154402,0.299757653,0.259448256,-0.221250635,1.251638741,0.831483719,-0.851040374,537.1717326,75.91932361,1.463475124,1,2,2,1,2,2,3,1
0.085721743,1409.022478,0.002606544,0.462813357,0.347487718,0.259448256,-0.221250635,1.251638741,0.831483719,-0.851040374,1.401885543,0.018276464,9.616888085,2,2,2,1,2,1,2,1
0.632445372,3.661165289,5.283229837,3.238939931,0.204297522,0.259448256,-0.221250635,1.251638741,0.831483719,-0.851040374,141.2756134,0.196575656,0.048840133,2,2,2,2,3,1,2,1
0.792409012,0.007161393,0.134340764,1.196382074,0.156567456,0.344147611,-0.221250635,1.251638741,0.831483719,-0.851040374,198.9287366,0.397859134,0.006433468,2,2,2,1,3,1,2,1
0.005145307,0.000293604,1.82121334,388.5657781,-0.845763916,-2.789728578,-0.81798835,-1.450908772,-0.226885823,1.14518988,0.000249362,0.909172596,47.17984126,3,2,3,1,3,2,2,3
0.04336714,5.971389132,5.253024236,8.87E-06,-0.845763916,-2.789728578,-0.81798835,-1.450908772,-0.226885823,1.14518988,12.49334761,6.679765582,12.13678019,2,2,2,1,2,1,2,1
0.679332213,201.4549536,31.89219155,91.82593478,0.204297522,0.090049546,-0.221250635,1.251638741,-1.28525536,-2.989858692,107.2934276,0.011248566,0.046529031,3,3,2,3,3,1,2,3
0.330455898,0.001270217,0.020010502,51.98497754,-0.79803385,-2.112133671,-0.81798835,-1.450908772,-0.226885823,-0.993628251,1.530786632,3199.649727,16.46818326,1,2,2,1,2,1,2,1
7.863611868,31.52802754,18.59095682,1569.654955,0.395217783,0.513546321,0.37548708,1.164459789,-0.226885823,1.14518988,2.060300718,0.235365339,0.002430179,1,1,1,1,2,1,2,2
0.644508929,0.321005039,185.2973411,17.36609902,-0.416193328,-2.9591272,-2.608201576,2.210607212,2.948222801,-0.423276749,0.105477854,1.155661305,0.000272849,1,2,2,3,3,1,2,2
5765.689553,0.01772945,9.132754728,0.04990086,-0.893493981,-1.011042068,1.568962509,-1.102192961,2.948222801,1.287777756,0.014515498,519.6536756,0.000223555,1,1,3,1,1,1,2,3
818.2905717,0.049886563,9.634189795,0.179903721,-0.750303784,-0.841643359,1.568962509,-1.102192961,2.948222801,1.287777756,419.3605113,9.26148943,0.001274933,3,2,3,1,3,1,2,3
36.80520639,0.075303408,0.037411224,0.577529088,-0.750303784,-0.841643359,1.568962509,-1.102192961,2.948222801,1.287777756,196.5770099,0.001632311,0.022396076,2,2,3,1,2,1,2,3
0.209911277,10.18704122,96.24819507,11.64147857,-0.750303784,-0.926342712,1.568962509,-1.102192961,2.948222801,1.287777756,11.27624906,0.001898512,54.88514032,3,2,3,1,2,2,2,3
0.037722475,0.136490721,19.34272314,0.789752414,-0.273003131,0.090049546,-0.221250635,1.251638741,0.831483719,-1.849155513,0.001847203,17.7046925,4.153833233,3,3,2,3,3,1,2,3
0.021955321,0.027850063,82.82755946,5.072963256,-0.177543001,-0.587545292,-1.414726069,1.251638741,-0.226885823,-2.134331277,0.02194191,0.5696451,512.6009701,2,3,2,1,3,1,2,1
102.6248813,36.89236515,0.009633479,0.004862664,-1.179874375,-1.265140133,1.568962509,-1.102192961,2.948222801,1.572953506,0.000929616,192.5277416,0.001229442,2,2,2,1,2,2,2,1
17.27406854,0.297975715,15.84569633,4.07482641,-1.657175033,-1.603937556,0.972224794,-0.927835057,2.948222801,1.430365631,545281.8485,0.005452691,0.052098376,1,1,2,1,1,1,2,2
0.094262351,64.02228824,1.168937638,0.000747548,0.967978567,1.36053987,-0.81798835,-1.450908772,-0.226885823,0.289662628,0.064108221,0.01045973,0.215100887,2,2,2,3,3,1,1,2
